Attack,Attack_Cost,Attack_Perm,AttackSpeed,AttackSpeed_Cost,AttackSpeed_Perm,CriticalChance,CriticalChance_Cost,CriticalChance_Perm,CriticalDamage,CriticalDamage_Cost,CriticalDamage_Perm,AttackRange,AttackRange_Cost,AttackRange_Perm,Health,Health_Cost,Health_Perm,Regeneration,Regeneration_Cost,Regeneration_Perm,Defense,Defense_Cost,Defense_Perm,Reflection,Reflection_Cost,Reflection_Perm,LifeSteal,LifeSteal_Cost,LifeSteal_Perm,GoldMultiplier,GoldMultiplier_Cost,GoldMultiplier_Perm,GoldPerWave,GoldPerWave_Cost,GoldPerWave_Perm,CoinMultiplier,CoinMultiplier_Cost,CoinMultiplier_Perm,CoinPerWave,CoinPerWave_Cost,CoinPerWave_Perm,,,
4996191,606416908,37695091065,,,,,,,,,,,,,11653822530,606416908,37695091065,1051806,606416908,37695091065,643490536,1713222227,37695091085,,,,,,,,,,,,,,,,,,,,,
4997432,606640255,37709140790,,,,,,,,,,,,,11658174092,606640255,37709140790,1052068,606640255,37709140790,643730832,1713859730,37709140810,,,,,,,,,,,,,,,,,,,,,
4998673,606863658,37723194006,,,,,,,,,,,,,11662526736,606863658,37723194006,1052330,606863658,37723194006,643971188,1714497391,37723194026,,,,,,,,,,,,,,,,,,,,,
4999915,607087115,37737250713,,,,,,,,,,,,,11666880464,607087115,37737250713,1052592,607087115,37737250713,644211604,1715135209,37737250733,,,,,,,,,,,,,,,,,,,,,
5001156,607310626,37751310911,,,,,,,,,,,,,11671235276,607310626,37751310911,1052854,607310626,37751310911,644452080,1715773186,37751310931,,,,,,,,,,,,,,,,,,,,,
5002398,607534193,37765374601,,,,,,,,,,,,,11675591170,607534193,37765374601,1053116,607534193,37765374601,644692615,1716411321,37765374621,,,,,,,,,,,,,,,,,,,,,
5003640,607757815,37779441784,,,,,,,,,,,,,11679948149,607757815,37779441784,1053378,607757815,37779441784,644933211,1717049615,37779441804,,,,,,,,,,,,,,,,,,,,,
5004882,607981491,37793512460,,,,,,,,,,,,,11684306211,607981491,37793512460,1053640,607981491,37793512460,645173866,1717688066,37793512480,,,,,,,,,,,,,,,,,,,,,
5006124,608205222,37807586628,,,,,,,,,,,,,11688665357,608205222,37807586628,1053902,608205222,37807586628,645414581,1718326676,37807586648,,,,,,,,,,,,,,,,,,,,,
5007367,608429008,37821664291,,,,,,,,,,,,,11693025588,608429008,37821664291,1054164,608429008,37821664291,645655356,1718965444,37821664311,,,,,,,,,,,,,,,,,,,,,
5008610,608652849,37835745447,,,,,,,,,,,,,11697386902,608652849,37835745447,1054427,608652849,37835745447,645896191,1719604370,37835745467,,,,,,,,,,,,,,,,,,,,,
5009852,608876745,37849830099,,,,,,,,,,,,,11701749301,608876745,37849830099,1054689,608876745,37849830099,646137085,1720243455,37849830119,,,,,,,,,,,,,,,,,,,,,
5011095,609100696,37863918245,,,,,,,,,,,,,11706112784,609100696,37863918245,1054951,609100696,37863918245,646378040,1720882698,37863918265,,,,,,,,,,,,,,,,,,,,,
5012338,609324701,37878009886,,,,,,,,,,,,,11710477352,609324701,37878009886,1055213,609324701,37878009886,646619054,1721522099,37878009906,,,,,,,,,,,,,,,,,,,,,
5013581,609548762,37892105023,,,,,,,,,,,,,11714843005,609548762,37892105023,1055476,609548762,37892105023,646860129,1722161659,37892105043,,,,,,,,,,,,,,,,,,,,,
5014825,609772877,37906203657,,,,,,,,,,,,,11719209742,609772877,37906203657,1055738,609772877,37906203657,647101263,1722801377,37906203677,,,,,,,,,,,,,,,,,,,,,
5016068,609997048,37920305787,,,,,,,,,,,,,11723577565,609997048,37920305787,1056001,609997048,37920305787,647342457,1723441253,37920305807,,,,,,,,,,,,,,,,,,,,,
5017312,610221273,37934411414,,,,,,,,,,,,,11727946472,610221273,37934411414,1056263,610221273,37934411414,647583711,1724081288,37934411434,,,,,,,,,,,,,,,,,,,,,
5018556,610445553,37948520539,,,,,,,,,,,,,11732316465,610445553,37948520539,1056526,610445553,37948520539,647825025,1724721482,37948520559,,,,,,,,,,,,,,,,,,,,,
5019800,610669888,37962633162,,,,,,,,,,,,,11736687544,610669888,37962633162,1056788,610669888,37962633162,648066399,1725361833,37962633182,,,,,,,,,,,,,,,,,,,,,
5021044,610894278,37976749284,,,,,,,,,,,,,11741059708,610894278,37976749284,1057051,610894278,37976749284,648307833,1726002343,37976749304,,,,,,,,,,,,,,,,,,,,,
5022288,611118723,37990868904,,,,,,,,,,,,,11745432957,611118723,37990868904,1057313,611118723,37990868904,648549327,1726643012,37990868924,,,,,,,,,,,,,,,,,,,,,
5023533,611343223,38004992024,,,,,,,,,,,,,11749807293,611343223,38004992024,1057576,611343223,38004992024,648790881,1727283839,38004992044,,,,,,,,,,,,,,,,,,,,,
5024777,611567778,38019118643,,,,,,,,,,,,,11754182714,611567778,38019118643,1057838,611567778,38019118643,649032495,1727924825,38019118663,,,,,,,,,,,,,,,,,,,,,
5026022,611792388,38033248762,,,,,,,,,,,,,11758559221,611792388,38033248762,1058101,611792388,38033248762,649274169,1728565970,38033248782,,,,,,,,,,,,,,,,,,,,,
5027267,612017053,38047382383,,,,,,,,,,,,,11762936815,612017053,38047382383,1058364,612017053,38047382383,649515903,1729207272,38047382403,,,,,,,,,,,,,,,,,,,,,
5028512,612241773,38061519504,,,,,,,,,,,,,11767315495,612241773,38061519504,1058627,612241773,38061519504,649757696,1729848734,38061519524,,,,,,,,,,,,,,,,,,,,,
5029757,612466548,38075660126,,,,,,,,,,,,,11771695261,612466548,38075660126,1058889,612466548,38075660126,649999550,1730490354,38075660146,,,,,,,,,,,,,,,,,,,,,
5031002,612691378,38089804251,,,,,,,,,,,,,11776076115,612691378,38089804251,1059152,612691378,38089804251,650241464,1731132133,38089804271,,,,,,,,,,,,,,,,,,,,,
5032248,612916263,38103951878,,,,,,,,,,,,,11780458054,612916263,38103951878,1059415,612916263,38103951878,650483438,1731774070,38103951898,,,,,,,,,,,,,,,,,,,,,
5033494,613141203,38118103007,,,,,,,,,,,,,11784841081,613141203,38118103007,1059678,613141203,38118103007,650725472,1732416166,38118103027,,,,,,,,,,,,,,,,,,,,,
5034739,613366198,38132257640,,,,,,,,,,,,,11789225195,613366198,38132257640,1059941,613366198,38132257640,650967565,1733058421,38132257660,,,,,,,,,,,,,,,,,,,,,
5035985,613591247,38146415777,,,,,,,,,,,,,11793610396,613591247,38146415777,1060204,613591247,38146415777,651209719,1733700835,38146415797,,,,,,,,,,,,,,,,,,,,,
5037231,613816352,38160577417,,,,,,,,,,,,,11797996684,613816352,38160577417,1060467,613816352,38160577417,651451933,1734343407,38160577437,,,,,,,,,,,,,,,,,,,,,
5038478,614041512,38174742562,,,,,,,,,,,,,11802384060,614041512,38174742562,1060730,614041512,38174742562,651694207,1734986138,38174742582,,,,,,,,,,,,,,,,,,,,,
5039724,614266728,38188911212,,,,,,,,,,,,,11806772523,614266728,38188911212,1060993,614266728,38188911212,651936541,1735629027,38188911232,,,,,,,,,,,,,,,,,,,,,
5040971,614491998,38203083368,,,,,,,,,,,,,11811162074,614491998,38203083368,1061256,614491998,38203083368,652178936,1736272076,38203083388,,,,,,,,,,,,,,,,,,,,,
5042217,614717323,38217259029,,,,,,,,,,,,,11815552713,614717323,38217259029,1061519,614717323,38217259029,652421390,1736915283,38217259049,,,,,,,,,,,,,,,,,,,,,
5043464,614942703,38231438196,,,,,,,,,,,,,11819944440,614942703,38231438196,1061782,614942703,38231438196,652663904,1737558650,38231438216,,,,,,,,,,,,,,,,,,,,,
5044711,615168138,38245620871,,,,,,,,,,,,,11824337255,615168138,38245620871,1062045,615168138,38245620871,652906478,1738202175,38245620891,,,,,,,,,,,,,,,,,,,,,
5045959,615393629,38259807052,,,,,,,,,,,,,11828731158,615393629,38259807052,1062308,615393629,38259807052,653149113,1738845858,38259807072,,,,,,,,,,,,,,,,,,,,,
5047206,615619174,38273996741,,,,,,,,,,,,,11833126149,615619174,38273996741,1062572,615619174,38273996741,653391808,1739489701,38273996761,,,,,,,,,,,,,,,,,,,,,
5048454,615844775,38288189937,,,,,,,,,,,,,11837522229,615844775,38288189937,1062835,615844775,38288189937,653634562,1740133703,38288189957,,,,,,,,,,,,,,,,,,,,,
5049701,616070430,38302386642,,,,,,,,,,,,,11841919398,616070430,38302386642,1063098,616070430,38302386642,653877377,1740777864,38302386662,,,,,,,,,,,,,,,,,,,,,
5050949,616296141,38316586856,,,,,,,,,,,,,11846317655,616296141,38316586856,1063362,616296141,38316586856,654120252,1741422183,38316586876,,,,,,,,,,,,,,,,,,,,,
5052197,616521907,38330790580,,,,,,,,,,,,,11850717002,616521907,38330790580,1063625,616521907,38330790580,654363187,1742066662,38330790600,,,,,,,,,,,,,,,,,,,,,
5053445,616747728,38344997813,,,,,,,,,,,,,11855117437,616747728,38344997813,1063888,616747728,38344997813,654606182,1742711299,38344997833,,,,,,,,,,,,,,,,,,,,,
5054693,616973604,38359208556,,,,,,,,,,,,,11859518962,616973604,38359208556,1064152,616973604,38359208556,654849238,1743356096,38359208576,,,,,,,,,,,,,,,,,,,,,
5055942,617199535,38373422810,,,,,,,,,,,,,11863921576,617199535,38373422810,1064415,617199535,38373422810,655092353,1744001051,38373422830,,,,,,,,,,,,,,,,,,,,,
5057190,617425522,38387640574,,,,,,,,,,,,,11868325279,617425522,38387640574,1064679,617425522,38387640574,655335529,1744646166,38387640594,,,,,,,,,,,,,,,,,,,,,
5058439,617651563,38401861850,,,,,,,,,,,,,11872730072,617651563,38401861850,1064942,617651563,38401861850,655578765,1745291440,38401861870,,,,,,,,,,,,,,,,,,,,,
5059688,617877660,38416086638,,,,,,,,,,,,,11877135955,617877660,38416086638,1065206,617877660,38416086638,655822061,1745936872,38416086658,,,,,,,,,,,,,,,,,,,,,
5060937,618103812,38430314939,,,,,,,,,,,,,11881542927,618103812,38430314939,1065469,618103812,38430314939,656065417,1746582464,38430314959,,,,,,,,,,,,,,,,,,,,,
5062186,618330019,38444546752,,,,,,,,,,,,,11885950990,618330019,38444546752,1065733,618330019,38444546752,656308834,1747228215,38444546772,,,,,,,,,,,,,,,,,,,,,
5063436,618556281,38458782078,,,,,,,,,,,,,11890360143,618556281,38458782078,1065997,618556281,38458782078,656552310,1747874125,38458782098,,,,,,,,,,,,,,,,,,,,,
5064685,618782598,38473020918,,,,,,,,,,,,,11894770386,618782598,38473020918,1066260,618782598,38473020918,656795847,1748520195,38473020938,,,,,,,,,,,,,,,,,,,,,
5065935,619008971,38487263272,,,,,,,,,,,,,11899181719,619008971,38487263272,1066524,619008971,38487263272,657039444,1749166423,38487263292,,,,,,,,,,,,,,,,,,,,,
5067185,619235399,38501509141,,,,,,,,,,,,,11903594143,619235399,38501509141,1066788,619235399,38501509141,657283101,1749812811,38501509161,,,,,,,,,,,,,,,,,,,,,
5068435,619461882,38515758524,,,,,,,,,,,,,11908007657,619461882,38515758524,1067052,619461882,38515758524,657526819,1750459358,38515758544,,,,,,,,,,,,,,,,,,,,,
5069685,619688420,38530011423,,,,,,,,,,,,,11912422263,619688420,38530011423,1067315,619688420,38530011423,657770597,1751106064,38530011443,,,,,,,,,,,,,,,,,,,,,
5070935,619915013,38544267837,,,,,,,,,,,,,11916837959,619915013,38544267837,1067579,619915013,38544267837,658014435,1751752929,38544267857,,,,,,,,,,,,,,,,,,,,,
5072186,620141662,38558527768,,,,,,,,,,,,,11921254746,620141662,38558527768,1067843,620141662,38558527768,658258333,1752399954,38558527788,,,,,,,,,,,,,,,,,,,,,
5073436,620368365,38572791215,,,,,,,,,,,,,11925672625,620368365,38572791215,1068107,620368365,38572791215,658502291,1753047138,38572791235,,,,,,,,,,,,,,,,,,,,,
5074687,620595124,38587058179,,,,,,,,,,,,,11930091595,620595124,38587058179,1068371,620595124,38587058179,658746310,1753694481,38587058199,,,,,,,,,,,,,,,,,,,,,
5075938,620821939,38601328661,,,,,,,,,,,,,11934511656,620821939,38601328661,1068635,620821939,38601328661,658990389,1754341984,38601328681,,,,,,,,,,,,,,,,,,,,,
5077189,621048808,38615602661,,,,,,,,,,,,,11938932809,621048808,38615602661,1068899,621048808,38615602661,659234529,1754989646,38615602681,,,,,,,,,,,,,,,,,,,,,
5078440,621275733,38629880180,,,,,,,,,,,,,11943355054,621275733,38629880180,1069163,621275733,38629880180,659478728,1755637467,38629880200,,,,,,,,,,,,,,,,,,,,,
5079691,621502713,38644161217,,,,,,,,,,,,,11947778390,621502713,38644161217,1069427,621502713,38644161217,659722988,1756285448,38644161237,,,,,,,,,,,,,,,,,,,,,
5080943,621729748,38658445773,,,,,,,,,,,,,11952202819,621729748,38658445773,1069691,621729748,38658445773,659967308,1756933588,38658445793,,,,,,,,,,,,,,,,,,,,,
5082195,621956839,38672733849,,,,,,,,,,,,,11956628340,621956839,38672733849,1069955,621956839,38672733849,660211689,1757581888,38672733869,,,,,,,,,,,,,,,,,,,,,
5083447,622183985,38687025445,,,,,,,,,,,,,11961054953,622183985,38687025445,1070220,622183985,38687025445,660456130,1758230347,38687025465,,,,,,,,,,,,,,,,,,,,,
5084699,622411186,38701320562,,,,,,,,,,,,,11965482658,622411186,38701320562,1070484,622411186,38701320562,660700631,1758878966,38701320582,,,,,,,,,,,,,,,,,,,,,
5085951,622638442,38715619199,,,,,,,,,,,,,11969911457,622638442,38715619199,1070748,622638442,38715619199,660945193,1759527744,38715619219,,,,,,,,,,,,,,,,,,,,,
5087203,622865754,38729921359,,,,,,,,,,,,,11974341347,622865754,38729921359,1071012,622865754,38729921359,661189814,1760176681,38729921379,,,,,,,,,,,,,,,,,,,,,
5088455,623093121,38744227039,,,,,,,,,,,,,11978772331,623093121,38744227039,1071277,623093121,38744227039,661434497,1760825779,38744227059,,,,,,,,,,,,,,,,,,,,,
5089708,623320543,38758536243,,,,,,,,,,,,,11983204407,623320543,38758536243,1071541,623320543,38758536243,661679239,1761475035,38758536263,,,,,,,,,,,,,,,,,,,,,
5090961,623548021,38772848969,,,,,,,,,,,,,11987637577,623548021,38772848969,1071805,623548021,38772848969,661924042,1762124452,38772848989,,,,,,,,,,,,,,,,,,,,,
5092214,623775554,38787165218,,,,,,,,,,,,,11992071840,623775554,38787165218,1072070,623775554,38787165218,662168906,1762774027,38787165238,,,,,,,,,,,,,,,,,,,,,
5093467,624003142,38801484990,,,,,,,,,,,,,11996507196,624003142,38801484990,1072334,624003142,38801484990,662413829,1763423763,38801485010,,,,,,,,,,,,,,,,,,,,,
5094720,624230786,38815808287,,,,,,,,,,,,,12000943646,624230786,38815808287,1072599,624230786,38815808287,662658813,1764073658,38815808307,,,,,,,,,,,,,,,,,,,,,
5095973,624458485,38830135108,,,,,,,,,,,,,12005381189,624458485,38830135108,1072863,624458485,38830135108,662903858,1764723713,38830135128,,,,,,,,,,,,,,,,,,,,,
5097227,624686240,38844465454,,,,,,,,,,,,,12009819826,624686240,38844465454,1073128,624686240,38844465454,663148963,1765373927,38844465474,,,,,,,,,,,,,,,,,,,,,
5098481,624914049,38858799326,,,,,,,,,,,,,12014259557,624914049,38858799326,1073392,624914049,38858799326,663394128,1766024301,38858799346,,,,,,,,,,,,,,,,,,,,,
5099734,625141914,38873136723,,,,,,,,,,,,,12018700382,625141914,38873136723,1073657,625141914,38873136723,663639354,1766674835,38873136743,,,,,,,,,,,,,,,,,,,,,
5100988,625369835,38887477646,,,,,,,,,,,,,12023142302,625369835,38887477646,1073921,625369835,38887477646,663884640,1767325529,38887477666,,,,,,,,,,,,,,,,,,,,,
5102242,625597811,38901822096,,,,,,,,,,,,,12027585315,625597811,38901822096,1074186,625597811,38901822096,664129987,1767976382,38901822116,,,,,,,,,,,,,,,,,,,,,
5103497,625825842,38916170073,,,,,,,,,,,,,12032029423,625825842,38916170073,1074451,625825842,38916170073,664375394,1768627395,38916170093,,,,,,,,,,,,,,,,,,,,,
5104751,626053929,38930521577,,,,,,,,,,,,,12036474626,626053929,38930521577,1074716,626053929,38930521577,664620861,1769278568,38930521597,,,,,,,,,,,,,,,,,,,,,
5106006,626282071,38944876610,,,,,,,,,,,,,12040920923,626282071,38944876610,1074980,626282071,38944876610,664866389,1769929901,38944876630,,,,,,,,,,,,,,,,,,,,,
5107261,626510268,38959235170,,,,,,,,,,,,,12045368315,626510268,38959235170,1075245,626510268,38959235170,665111977,1770581393,38959235190,,,,,,,,,,,,,,,,,,,,,
5108516,626738521,38973597260,,,,,,,,,,,,,12049816802,626738521,38973597260,1075510,626738521,38973597260,665357626,1771233046,38973597280,,,,,,,,,,,,,,,,,,,,,
5109771,626966829,38987962879,,,,,,,,,,,,,12054266384,626966829,38987962879,1075775,626966829,38987962879,665603336,1771884858,38987962899,,,,,,,,,,,,,,,,,,,,,
5111026,627195193,39002332027,,,,,,,,,,,,,12058717062,627195193,39002332027,1076040,627195193,39002332027,665849105,1772536830,39002332047,,,,,,,,,,,,,,,,,,,,,
5112281,627423612,39016704706,,,,,,,,,,,,,12063168835,627423612,39016704706,1076305,627423612,39016704706,666094936,1773188962,39016704726,,,,,,,,,,,,,,,,,,,,,
5113537,627652087,39031080915,,,,,,,,,,,,,12067621703,627652087,39031080915,1076570,627652087,39031080915,666340826,1773841254,39031080935,,,,,,,,,,,,,,,,,,,,,
5114792,627880617,39045460655,,,,,,,,,,,,,12072075667,627880617,39045460655,1076835,627880617,39045460655,666586778,1774493706,39045460675,,,,,,,,,,,,,,,,,,,,,
5116048,628109202,39059843926,,,,,,,,,,,,,12076530727,628109202,39059843926,1077100,628109202,39059843926,666832790,1775146318,39059843946,,,,,,,,,,,,,,,,,,,,,
5117304,628337843,39074230729,,,,,,,,,,,,,12080986883,628337843,39074230729,1077365,628337843,39074230729,667078862,1775799090,39074230749,,,,,,,,,,,,,,,,,,,,,
5118560,628566540,39088621065,,,,,,,,,,,,,12085444134,628566540,39088621065,1077630,628566540,39088621065,667324995,1776452022,39088621085,,,,,,,,,,,,,,,,,,,,,
5119817,628795292,39103014933,,,,,,,,,,,,,12089902482,628795292,39103014933,1077895,628795292,39103014933,667571188,1777105114,39103014953,,,,,,,,,,,,,,,,,,,,,
5121073,629024099,39117412334,,,,,,,,,,,,,12094361927,629024099,39117412334,1078160,629024099,39117412334,667817442,1777758366,39117412354,,,,,,,,,,,,,,,,,,,,,
5122330,629252962,39131813269,,,,,,,,,,,,,12098822468,629252962,39131813269,1078425,629252962,39131813269,668063757,1778411778,39131813289,,,,,,,,,,,,,,,,,,,,,
5123587,629481880,39146217738,,,,,,,,,,,,,12103284105,629481880,39146217738,1078690,629481880,39146217738,668310132,1779065350,39146217758,,,,,,,,,,,,,,,,,,,,,
5124843,629710854,39160625741,,,,,,,,,,,,,12107746839,629710854,39160625741,1078956,629710854,39160625741,668556567,1779719082,39160625761,,,,,,,,,,,,,,,,,,,,,
5126101,629939883,39175037279,,,,,,,,,,,,,12112210670,629939883,39175037279,1079221,629939883,39175037279,668803064,1780372975,39175037299,,,,,,,,,,,,,,,,,,,,,
5127358,630168968,39189452352,,,,,,,,,,,,,12116675598,630168968,39189452352,1079486,630168968,39189452352,669049620,1781027027,39189452372,,,,,,,,,,,,,,,,,,,,,
5128615,630398109,39203870961,,,,,,,,,,,,,12121141623,630398109,39203870961,1079752,630398109,39203870961,669296238,1781681240,39203870981,,,,,,,,,,,,,,,,,,,,,
5129873,630627305,39218293107,,,,,,,,,,,,,12125608746,630627305,39218293107,1080017,630627305,39218293107,669542916,1782335613,39218293127,,,,,,,,,,,,,,,,,,,,,
5131130,630856556,39232718788,,,,,,,,,,,,,12130076965,630856556,39232718788,1080283,630856556,39232718788,669789654,1782990146,39232718808,,,,,,,,,,,,,,,,,,,,,
5132388,631085863,39247148007,,,,,,,,,,,,,12134546283,631085863,39247148007,1080548,631085863,39247148007,670036454,1783644839,39247148027,,,,,,,,,,,,,,,,,,,,,
5133646,631315226,39261580764,,,,,,,,,,,,,12139016698,631315226,39261580764,1080813,631315226,39261580764,670283313,1784299692,39261580784,,,,,,,,,,,,,,,,,,,,,
5134904,631544644,39276017058,,,,,,,,,,,,,12143488211,631544644,39276017058,1081079,631544644,39276017058,670530234,1784954706,39276017078,,,,,,,,,,,,,,,,,,,,,
5136163,631774118,39290456890,,,,,,,,,,,,,12147960821,631774118,39290456890,1081344,631774118,39290456890,670777215,1785609880,39290456910,,,,,,,,,,,,,,,,,,,,,
5137421,632003647,39304900262,,,,,,,,,,,,,12152434530,632003647,39304900262,1081610,632003647,39304900262,671024257,1786265215,39304900282,,,,,,,,,,,,,,,,,,,,,
5138680,632233232,39319347172,,,,,,,,,,,,,12156909337,632233232,39319347172,1081876,632233232,39319347172,671271359,1786920709,39319347192,,,,,,,,,,,,,,,,,,,,,
5139938,632462872,39333797622,,,,,,,,,,,,,12161385243,632462872,39333797622,1082141,632462872,39333797622,671518522,1787576364,39333797642,,,,,,,,,,,,,,,,,,,,,
5141197,632692568,39348251613,,,,,,,,,,,,,12165862247,632692568,39348251613,1082407,632692568,39348251613,671765746,1788232180,39348251633,,,,,,,,,,,,,,,,,,,,,
5142456,632922320,39362709143,,,,,,,,,,,,,12170340349,632922320,39362709143,1082673,632922320,39362709143,672013030,1788888156,39362709163,,,,,,,,,,,,,,,,,,,,,
5143716,633152127,39377170215,,,,,,,,,,,,,12174819551,633152127,39377170215,1082938,633152127,39377170215,672260375,1789544292,39377170235,,,,,,,,,,,,,,,,,,,,,
5144975,633381990,39391634828,,,,,,,,,,,,,12179299851,633381990,39391634828,1083204,633381990,39391634828,672507781,1790200588,39391634848,,,,,,,,,,,,,,,,,,,,,
5146235,633611908,39406102983,,,,,,,,,,,,,12183781250,633611908,39406102983,1083470,633611908,39406102983,672755247,1790857045,39406103003,,,,,,,,,,,,,,,,,,,,,
5147494,633841882,39420574680,,,,,,,,,,,,,12188263748,633841882,39420574680,1083736,633841882,39420574680,673002774,1791513663,39420574700,,,,,,,,,,,,,,,,,,,,,
5148754,634071912,39435049919,,,,,,,,,,,,,12192747346,634071912,39435049919,1084002,634071912,39435049919,673250362,1792170441,39435049939,,,,,,,,,,,,,,,,,,,,,
5150014,634301997,39449528702,,,,,,,,,,,,,12197232043,634301997,39449528702,1084268,634301997,39449528702,673498011,1792827379,39449528722,,,,,,,,,,,,,,,,,,,,,
5151274,634532138,39464011028,,,,,,,,,,,,,12201717840,634532138,39464011028,1084534,634532138,39464011028,673745720,1793484478,39464011048,,,,,,,,,,,,,,,,,,,,,
5152535,634762335,39478496899,,,,,,,,,,,,,12206204736,634762335,39478496899,1084800,634762335,39478496899,673993490,1794141738,39478496919,,,,,,,,,,,,,,,,,,,,,
